roc,reb,atr_p,atr_m,mkt_t,mkt_s,Full_CAGR,Full_Calmar,Full_MaxDD,Ret_2020,Ret_2021,Ret_2022,Ret_2023,Ret_2024,Ret_2025
10,3,10,3.0,0.4,14,0.23618329426820583,0.906238588428529,-0.2606193305868398,0.422967929816666,0.31226646068919606,-0.03806867397775493,-0.0005964527580858414,0.4235300570888274,0.30199428159824704
10,3,10,3.0,0.4,20,0.24057562539759947,0.9230920241253492,-0.2606193305868398,0.422967929816666,0.31226646068919606,0.00011256543091398008,-0.003140943042009514,0.4082600798844165,0.294597715541584
10,3,10,3.0,0.42,14,0.24645548379593762,0.9456531226635827,-0.2606193305868398,0.422967929816666,0.31226646068919606,0.0016428202250049484,-0.00057280557591044,0.4065734203102316,0.3262037400829936
10,3,10,3.0,0.42,20,0.2500597781329654,0.9594828502164545,-0.2606193305868398,0.422967929816666,0.31226646068919606,0.03447948062543116,-0.003036596338979236,0.39453352199721015,0.31960571105513114
10,3,10,3.5,0.4,14,0.23820242179210127,0.9159496035634094,-0.2600606200007062,0.4164591923249994,0.3149528030186761,-0.038159951379241996,0.0001084074286796799,0.41176526088669596,0.3275930863556027
10,3,10,3.5,0.4,20,0.24256135122347278,0.9327108088214745,-0.2600606200007062,0.4164591923249994,0.3149528030186761,0.00011283532946748664,-0.0024691570207348024,0.396893644166018,0.3194596213569265
10,3,10,3.5,0.42,14,0.24839753369031192,0.9551524321123184,-0.2600606200007062,0.4164591923249994,0.3149528030186761,0.0016467592211817372,0.00010409918018683406,0.3952511044748168,0.35130415370139567
10,3,10,3.5,0.42,20,0.25197562812634033,0.9689111258969394,-0.2600606200007062,0.4164591923249994,0.3149528030186761,0.03456215220463976,-0.002386937917280618,0.3835268328214685,0.3441027966461705
10,3,10,4.0,0.4,14,0.2391227000783609,0.8829180171894602,-0.2708322804868631,0.4071839224083329,0.3277903119885446,-0.043453615096471165,0.007492797769956372,0.4056700940535525,0.33186763254403484
10,3,10,4.0,0.4,20,0.24346650697615257,0.8989567511615814,-0.2708322804868631,0.4071839224083329,0.3277903119885446,-0.005313556746073589,0.004627013785820422,0.39109416129707064,0.3236317019798829
10,3,10,4.0,0.42,14,0.24991613937509372,0.922770871056547,-0.2708322804868631,0.4071839224083329,0.3277903119885446,0.0016410483318851643,0.007155466153869305,0.38736981742344434,0.35403757491113397
10,3,10,4.0,0.42,20,0.25347390610085174,0.935907291572456,-0.2708322804868631,0.4071839224083329,0.3277903119885446,0.034442292165266064,0.004449187664080201,0.37599682682417046,0.3468124699250672
10,3,10,4.5,0.4,14,0.2381041682497098,0.8791572696640171,-0.2708322804868631,0.4071839224083329,0.31506267583645187,-0.04388164160672914,0.009030916575050174,0.4092591340705942,0.33395660108621605
10,3,10,4.5,0.4,20,0.24246471597379382,0.895257816158125,-0.2708322804868631,0.4071839224083329,0.31506267583645187,-0.005365896307374052,0.006077190383682041,0.3944288626561605,0.3256157531609585
10,3,10,4.5,0.42,14,0.24893859325889078,0.9191614559807457,-0.2708322804868631,0.4071839224083329,0.31506267583645187,0.0016572129752434606,0.008620339392231502,0.3906410436340406,0.35619300486443506
10,3,10,4.5,0.42,20,0.25250942920500186,0.9323461322670877,-0.2708322804868631,0.4071839224083329,0.31506267583645187,0.034781555402353836,0.005841407569245671,0.3790780255998738,0.34887847910225633
10,3,10,5.0,0.4,14,0.2381041682497098,0.8791572696640171,-0.2708322804868631,0.4071839224083329,0.31506267583645187,-0.04388164160672914,0.009030916575050174,0.4092591340705942,0.33395660108621605
10,3,10,5.0,0.4,20,0.24246471597379382,0.895257816158125,-0.2708322804868631,0.4071839224083329,0.31506267583645187,-0.005365896307374052,0.006077190383682041,0.3944288626561605,0.3256157531609585
10,3,10,5.0,0.42,14,0.24893859325889078,0.9191614559807457,-0.2708322804868631,0.4071839224083329,0.31506267583645187,0.0016572129752434606,0.008620339392231502,0.3906410436340406,0.35619300486443506
10,3,10,5.0,0.42,20,0.25250942920500186,0.9323461322670877,-0.2708322804868631,0.4071839224083329,0.31506267583645187,0.034781555402353836,0.005841407569245671,0.37907802559987425,0.34887847910225656
