BreadthWindow,Trading_CAGR,Auth_CAGR,Std_MaxDD,Fixed_MaxDD,Calmar
200,0.36515328887803555,0.1022743036651157,-0.13029678312357731,-0.06342904109666705,2.802473554022538
240,0.39640374968181735,0.1136443514138834,-0.13029678312357731,-0.055642866268333493,3.042314170610462
290,0.408310498956046,0.11807621466192986,-0.12637297787969926,-0.04823930596666669,3.230995310917949
350,0.27106526836039935,0.06920273084709305,-0.270798432207099,-0.1046146127366667,1.0009853681615715
