roc,reb,atr_p,atr_m,mkt_t,Full_CAGR,Full_Calmar,Ret_2020,Ret_2021,Ret_2022,Ret_2023,Ret_2024,Ret_2025
8,11,10,4.0,0.45,0.3061719821466613,1.6600365397884624,0.6338602329749996,0.3227533267490157,0.07943388095822135,0.2931555558204968,0.3425285248688832,0.14573610478596621
8,11,10,4.0,0.48,0.31194630659560074,1.6913443998696691,0.6338602329749996,0.3227533267490157,0.07943388095822135,0.2931555558204968,0.3425285248688832,0.17503735162020462
8,11,10,4.5,0.42,0.31691298552106795,1.371035717005201,0.7713574369333327,0.26544159851926286,0.07644739398552614,0.28202171930081565,0.342942772199784,0.1704602243359159
8,11,10,4.5,0.45,0.30907558629974097,1.2520963773606708,0.6510385477416665,0.2847726413053433,0.060890046732126946,0.3024217696394571,0.3618759023075584,0.17743735164332897
8,11,10,4.5,0.48,0.3149743844144981,1.2759930035507012,0.6510385477416665,0.2847726413053433,0.060890046732126946,0.3024217696394571,0.3618759023075584,0.20813639506125559
8,11,15,3.5,0.42,0.28228193406196356,1.301802137809315,0.6583273347833329,0.3251841284706063,0.051506432540108005,0.2697062864773665,0.3128624495900232,0.09073469798424916
8,11,15,3.5,0.45,0.27631720566171225,1.205094887316545,0.5646798998416662,0.3446329550411775,0.04632871185860843,0.28312954099003185,0.3249977265629127,0.09341850846906952
8,11,15,3.5,0.48,0.2821234450593597,1.2304174849299818,0.5646798998416662,0.3446329550411775,0.04632871185860843,0.28312954099003185,0.3249977265629127,0.12220277977134097
8,11,15,4.0,0.42,0.30530028449201474,1.5575126164722517,0.7319366492333332,0.3343034289172422,0.06528253014217822,0.2733493308548587,0.2975446049976904,0.13654665638420882
8,11,15,4.0,0.45,0.29840949962574514,1.423626307487592,0.6116177600416661,0.3592445056837945,0.061157233706315095,0.28951330204623305,0.3111095431756963,0.1413413865950437
8,11,15,4.0,0.48,0.3040243262887814,1.4504130383373344,0.6116177600416661,0.3592445056837945,0.061157233706315095,0.28951330204623305,0.3111095431756963,0.16988716896770462
8,11,15,4.5,0.42,0.3088281775971857,1.6660627998231168,0.7579984797249992,0.26780664840723034,0.0768853804374463,0.2737498480689824,0.33368759219236277,0.15136208626690695
8,11,15,4.5,0.45,0.30075526082200965,1.5185958977461174,0.637679590533333,0.28746891415155296,0.061258849185746866,0.2936645654175494,0.3523389292114092,0.15768000854179953
8,11,15,4.5,0.48,0.3068320919452274,1.5492794867539779,0.637679590533333,0.28746891415155296,0.061258849185746866,0.2936645654175494,0.3523389292114092,0.18898606939146756
8,11,20,3.5,0.42,0.27209161055673303,1.2473349587691325,0.6480579786583329,0.32987814922476755,0.04294316033004586,0.20778330622481533,0.32713233025237387,0.09607700335773006
8,11,20,3.5,0.45,0.2664853416174473,1.1548970308697177,0.5544105437166662,0.34973797158579223,0.04229489077108406,0.21721157693132542,0.33932724543605497,0.09878040634508567
8,11,20,3.5,0.48,0.2725047538467056,1.1809840241315495,0.5544105437166662,0.34973797158579223,0.04229489077108406,0.21721157693132542,0.33932724543605497,0.1290151554965786
8,11,20,4.0,0.42,0.29116595034704584,1.3944298666291588,0.6719257112416666,0.35130111558537,0.09053011367964436,0.2623723728428051,0.3118936463715807,0.07052999330700249
8,11,20,4.0,0.45,0.28533224768770116,1.2950341946408297,0.5782782762999996,0.3721310621159759,0.086645498745205,0.27471882778580703,0.32340738324490537,0.07251667580465604
8,11,20,4.0,0.48,0.29121859776187575,1.32175050409922,0.5782782762999996,0.3721310621159759,0.086645498745205,0.27471882778580703,0.32340738324490537,0.10094154452866122
8,11,20,4.5,0.42,0.3115650868224109,1.7026968564448455,0.7565791216333331,0.33306297722443334,0.0730924520563343,0.2688281426388812,0.30821267830721233,0.13894938088480546
8,11,20,4.5,0.45,0.30391354190365427,1.5545770347830017,0.6362602324416662,0.3575375361872579,0.06113617983080344,0.2866106951525895,0.323967503612381,0.1443657510162133
8,11,20,4.5,0.48,0.3096061788090876,1.583695982708495,0.6362602324416662,0.3575375361872579,0.06113617983080344,0.2866106951525895,0.323967503612381,0.1732641494106073
10,5,10,3.5,0.42,0.261828815243504,1.5421163424433706,0.6146181042583336,0.4646103912406305,-0.04748710855257976,0.22462786705879756,0.14018884178914037,0.16314316991167122
10,5,10,3.5,0.45,0.25697397051171733,1.49806957325649,0.5915786800916667,0.4710303904908433,-0.07230615189995471,0.23281023251356836,0.14436117934724946,0.16739291055445094
10,5,10,3.5,0.48,0.2591259443099303,1.510614837911616,0.5915786800916667,0.4710303904908433,-0.06348882708726722,0.23061830624598878,0.14324874665388077,0.17092237729096604
10,5,10,4.0,0.42,0.26505895818974445,1.359036582808521,0.6498057070583334,0.3982850550431505,-0.05310059735638217,0.242318267338832,0.16105469546224138,0.1795513082543898
10,5,10,4.0,0.45,0.26026304424631674,1.3208314618445338,0.6267662828916669,0.403674823461297,-0.07862925037806623,0.2514402684137951,0.16593527354765203,0.18422545366860055
10,5,10,4.0,0.48,0.2623887378029428,1.3316193281586413,0.6267662828916669,0.403674823461297,-0.06957911015162133,0.24899452615612594,0.16463350723596748,0.1876390979800986
10,5,10,4.5,0.42,0.2659041572050507,1.3598572472133459,0.6346208653000003,0.40729720278595805,-0.05322933779790073,0.2567064583634522,0.1509081915475825,0.18378031927106164
10,5,10,4.5,0.45,0.26112351849509774,1.3217485914693632,0.6115814411333333,0.4128585288534743,-0.0788217319510428,0.2663957791458853,0.15543898645246812,0.18856335486041975
10,5,10,4.5,0.48,0.2632424007492986,1.3324738974514514,0.6115814411333333,0.4128585288534743,-0.0697494373072779,0.2637977468552397,0.1542307567669967,0.19194688885737476
10,5,15,3.5,0.42,0.2632833316531116,1.5963272556933115,0.5765546171416671,0.4800287374429739,-0.04965785611211748,0.23792786443715097,0.15456458195845557,0.16070042702522058
10,5,15,3.5,0.45,0.25845513208422277,1.5289383077185157,0.553515192975,0.4868167499827871,-0.07480867220811271,0.24672706090994612,0.15918302644105298,0.1648493491924432
10,5,15,3.5,0.48,0.26059522291289317,1.5519819746925112,0.553515192975,0.4868167499827871,-0.06588083659174826,0.2443689692143689,0.1579515487297687,0.1683646919598234
10,5,15,4.0,0.42,0.2636503130952792,1.6428287265213652,0.6132242992583334,0.478982422126383,-0.0509976691658135,0.22483066577464372,0.1398255659607066,0.16674449898985122
