roc,atr_p,atr_m,reb,mkt_t,mkt_s,Full_CAGR,Full_Calmar,Ret_2020,Ret_2021,Ret_2022,Ret_2023,Ret_2024,Ret_2025
10,20,4.0,13,0.4,14,0.26812925265490994,1.2442870322811819,0.3942534938333333,-0.012949786045426626,0.0189472431664941,0.7303764650215256,0.40160434444824356,0.12289026087072119
10,20,4.0,13,0.4,20,0.2734040937242599,1.2687655860941207,0.3942534938333333,-0.012949786045426626,0.020414945377568605,0.7089258006521781,0.4061026473326723,0.1591768431257421
10,20,4.0,13,0.4,30,0.26785740410006054,1.1151883889619036,0.2406213045583332,-0.014473641885395017,0.06588070107614152,0.7599946452382036,0.42288845030547684,0.16386497108049114
10,20,4.0,13,0.45,14,0.2730231873403326,1.2748828830666783,0.40355017318333286,-0.01286780449123115,0.0120398923264331,0.7306313249693983,0.4016860776191118,0.14809465459409332
10,20,4.0,13,0.45,20,0.2784591199146196,1.292224061714465,0.3942534938333333,-0.012949786045426626,0.02330459011727437,0.7069239101784324,0.4054244620073204,0.18434049763398375
10,20,4.0,13,0.45,30,0.2718171290941165,1.1316741730741242,0.2406213045583332,-0.014473641885395017,0.05240245648232089,0.7697279878918808,0.42597920246451726,0.1909859510714529
10,20,5.0,5,0.4,14,0.26632860489281707,1.3563639034280526,0.6346208653000003,0.4018210347100424,-0.05154758481253907,0.247088671171239,0.15987182105442788,0.18858785341529605
10,20,5.0,5,0.4,20,0.27628342128861205,1.4070620011030808,0.6346208653000003,0.4018210347100424,-0.02623302529331395,0.2546414816150546,0.15474285307590274,0.20849396465867054
10,20,5.0,5,0.4,30,0.2691019206271057,1.3164681690123528,0.5462109434583335,0.4237232891254492,-0.0446405370704962,0.2695153938718202,0.16191453701313518,0.21682331724602943
10,20,5.0,5,0.45,14,0.25973101986235525,1.309176380356488,0.6115814411333333,0.40730758796777167,-0.07913356928535531,0.25696718667036533,0.16499452230581713,0.18534892391674873
10,20,5.0,5,0.45,20,0.2729252324622098,1.389959346632824,0.6346208653000003,0.4018210347100424,-0.04037812835143195,0.25839497047012716,0.15656821222525674,0.20256246118840515
10,20,5.0,5,0.45,30,0.2656522858274313,1.2995922790227692,0.5462109434583335,0.4237232891254492,-0.059328863226846384,0.2737238040744827,0.16391410559882025,0.21074084897555134
10,20,5.0,9,0.4,14,0.3285657354337297,2.1331037310992964,0.8611308634083337,0.44459425646142603,0.011239088845515166,0.1675503154213831,0.2798436119143819,0.21960374041258612
10,20,5.0,9,0.4,20,0.3296488296522315,2.1401353599925788,0.8611308634083337,0.44459425646142603,0.0454647824014307,0.17391485477997648,0.2691706327480805,0.18839413294683105
10,20,5.0,9,0.4,30,0.32578550339910795,2.0383653944154827,0.7911100493583336,0.4613210481665917,0.04132847388417282,0.17911947948046714,0.2760313120959721,0.19216678329140557
10,20,5.0,9,0.45,14,0.3381488297406874,2.129980095996397,0.8036543275083334,0.4582325082640535,0.053794217412254985,0.16418030434837272,0.274988281458443,0.25349455936460963
10,20,5.0,9,0.45,20,0.34003429154843334,2.207559516351226,0.8611308634083337,0.44459425646142603,0.07309838001710856,0.16943633425858495,0.2632193845489599,0.22072268350042656
10,20,5.0,9,0.45,30,0.3339014914975038,2.0891452759898677,0.7911100493583336,0.4613210481665917,0.04971971654402396,0.17768763534746812,0.2741497734875369,0.22793441255940672
