roc,reb,atr_m,mkt_t,Full_CAGR,Full_Calmar,Full_MaxDD,Ret_2020,Ret_2021,Ret_2022,Ret_2023,Ret_2024,Ret_2025
8,11,6.0,0.4,0.3131423713975745,1.3666355891557174,-0.22913377485729622,0.8051711462333331,0.2519803487298855,0.04211834291471983,0.2968467754672084,0.33594172699909697,0.17233061732316424
8,11,6.0,0.42,0.3140865987608681,1.3707564454715602,-0.22913377485729622,0.8051711462333331,0.2519803487298855,0.06273555358944938,0.29108790865669265,0.3309222462859589,0.16382544787269637
9,7,4.0,0.38,0.33871144568128964,2.1821309743671855,-0.15522049302265892,0.6597555180916668,0.44422667236425295,0.022456388441582265,0.10324808237864724,0.5181829475627509,0.2653349439274557
9,7,4.0,0.4,0.33589720923061783,2.1640004015551213,-0.15522049302265892,0.6597555180916668,0.44422667236425295,-0.0030397520431114655,0.10588853631700279,0.5302540348331144,0.26941730918510753
9,7,4.0,0.42,0.3370152678789773,2.1712034365834683,-0.15522049302265892,0.6597555180916668,0.44422667236425295,0.007059181810684656,0.10482667089394204,0.5254060701996506,0.2677853648825399
9,7,4.5,0.38,0.3422961681501733,2.364274032366566,-0.14477855082117758,0.7427088182416668,0.40054923424499833,0.029370551387315258,0.10524578069143398,0.5128224862784527,0.2577228840019752
9,7,4.5,0.4,0.33951747653425657,2.345081330131628,-0.14477855082117758,0.7427088182416668,0.40054923424499833,0.00427754741312536,0.10787546488576782,0.524471097632643,0.2616031373975174
9,7,4.5,0.42,0.3408467204918437,2.354262551728665,-0.14477855082117758,0.7427088182416668,0.40054923424499833,0.014216800276926733,0.10681829296453027,0.519794394830817,0.2612653736060935
9,7,5.0,0.38,0.33913060548746454,2.3351970678993896,-0.14522569000676552,0.7822129023833335,0.3706644170367137,0.013541114447133129,0.09401216794213552,0.5088683247207901,0.2773106113048289
9,7,5.0,0.4,0.3363205537455227,2.2699430985229476,-0.14816254819971766,0.7822129023833335,0.3706644170367137,-0.011555835235916412,0.09639917039765766,0.5207393454827738,0.28161040616399236
9,7,5.0,0.42,0.3376648464624721,2.2972714524840274,-0.14698517499852135,0.7822129023833335,0.3706644170367137,-0.0016150194903601367,0.09543933385198078,0.5159716384527591,0.2811404947176357
9,7,5.5,0.38,0.3422853921527049,2.461066706721924,-0.13908009531713184,0.8395152126583338,0.3664495280187072,0.012056767583985772,0.0951198091875356,0.49043552202923935,0.2753409769840922
9,7,5.5,0.4,0.3395065945077145,2.393697143398994,-0.14183356296512226,0.8395152126583338,0.3664495280187072,-0.012361572786299568,0.09747154825792648,0.5015631473211255,0.2795456397897742
9,7,5.5,0.42,0.34208066596921616,2.4314068123219146,-0.14069248479341892,0.8395152126583338,0.3664495280187072,-0.0023582186828337015,0.09649420104723738,0.49694404519151436,0.28564336080902875
9,7,6.0,0.38,0.3408177714119305,2.4946119009367287,-0.13662156076620702,0.8252891096250003,0.36918211837694304,0.01212296892568454,0.09859589148610581,0.49470644929327867,0.26660477434124163
9,7,6.0,0.4,0.33802448715969735,2.4258867840065745,-0.139340586456149,0.8252891096250003,0.36918211837694304,-0.01242944775347099,0.10104712639293134,0.5059569172647231,0.27067350474431673
9,7,6.0,0.42,0.3406119838233752,2.4643863014317704,-0.1382137141508557,0.8252891096250003,0.36918211837694304,-0.002371167198240487,0.10002835035805502,0.501286682825246,0.27682259300237
9,9,4.0,0.38,0.33429613267958924,2.502147879308399,-0.13360366725086995,0.720227330016666,0.4387363719624988,0.05141444938519135,0.20226179980378411,0.242752283333453,0.2866816666681693
9,9,4.0,0.4,0.33320282450722516,2.4939646595296248,-0.13360366725086995,0.720227330016666,0.4387363719624988,0.04195309638620781,0.204098418258867,0.24458871266917637,0.2884191020736997
9,9,4.0,0.42,0.34056231266908443,2.5490491367247023,-0.13360366725086995,0.720227330016666,0.4387363719624988,0.08711484705922534,0.19561960674865797,0.23606440857508448,0.2922864782833807
9,9,4.5,0.38,0.3353504743396807,2.6899033899158042,-0.1246700813110531,0.7658704614666663,0.43269337083440096,0.043183502268586915,0.2097137363005619,0.243514383903493,0.26708122035432
