ROC,ATR_P,ATR_M,REB,MKT_T,MKT_S,Full_CAGR,Full_MaxDD,Full_Calmar,2020_CAGR,2020_Calmar,2021_CAGR,2021_Calmar,2022_CAGR,2022_Calmar,2023_CAGR,2023_Calmar,2024_CAGR,2024_Calmar,2025_CAGR,2025_Calmar
12,10,3.0,14,0.42,14,0.25267103960712634,-0.21435245377470968,1.1787643908788212,0.995575669145605,7.572051692582471,0.07481507002521215,0.41139114009286987,-0.10285168895623487,-0.5889462837692085,0.35782431331767595,1.669326882041477,0.24602549373843674,1.7776227324913116,0.3396641988947209,4.153812972616481
12,10,3.0,14,0.42,20,0.26023132285090145,-0.2188621800716863,1.1890191478750007,0.995575669145605,7.572051692582471,0.07481507002521215,0.41139114009286987,-0.10781119417219698,-0.6018045782521597,0.35979430953105207,1.6439309405270692,0.24703065793714263,1.7784692256853094,0.39155256281266326,4.7736990021892876
12,10,3.0,14,0.45,14,0.25068105000031626,-0.23446278841974383,1.0691720067388173,1.0113274682497253,7.742978281365258,0.0744085520161577,0.4113899949992691,-0.12553906811161053,-0.6440074574704933,0.3651335127328892,1.5573196718927265,0.24974070592397823,1.7807514704257201,0.34383367683395805,4.157718165253694
12,10,3.0,14,0.45,20,0.25773967627358907,-0.2400820462136398,1.0735483154131251,0.995575669145605,7.572051692582471,0.07481507002521215,0.41139114009286987,-0.1311430952031022,-0.6545164566899726,0.36936268798920957,1.538485254580544,0.2518727186408234,1.7825469209080895,0.3977820112800976,4.779540712110496
12,10,3.5,5,0.42,14,0.28736355472356445,-0.17552970407918692,1.6371220827326514,0.9821805475370606,7.938615218997742,0.37194070572442683,2.118961617781984,-0.02368496282704491,-0.19391138113378073,0.2527254961913863,2.079713451513246,0.30241522506935614,1.935388518181282,0.1556882877098804,1.438870727827208
12,10,3.5,5,0.42,20,0.29307381645499886,-0.17552970407918692,1.6696536805120126,0.9821805475370606,7.938615218997742,0.37194070572442683,2.118961617781984,-0.013154396867559814,-0.11968978456850649,0.2563190421971271,2.134422729897395,0.29836013863975785,1.932192674719464,0.17320587129518827,1.5033843032005656
12,10,3.5,5,0.45,14,0.2827884397886353,-0.17727028310778323,1.595238834343686,0.9430865929356655,7.488782169272747,0.3771318844879865,2.127439962730156,-0.05116582920382495,-0.3422946271218369,0.26263239191753884,2.103765629523694,0.3118735042331229,1.942842575119418,0.1594032871554234,1.4390842646975022
12,10,3.5,5,0.45,20,0.28983414955816644,-0.17552970407918692,1.6511971639137113,0.9821805475370606,7.938615218997742,0.37194070572442683,2.118961617781984,-0.040121041296026005,-0.2955029048334026,0.26344660383460217,2.1519862541184946,0.304974535456187,1.9374055185798036,0.17615104324350228,1.5035428920944727
12,10,3.5,9,0.42,14,0.3296491295755357,-0.10804805144640453,3.0509493245146837,1.416239434342529,13.435245790301693,0.4629172752305142,4.284364863906284,0.04465107222051534,0.5196206262429117,0.10781975718432801,1.1667346843217439,0.2484822948946126,2.508412446480555,0.2461830136071137,3.9497499353615377
12,10,3.5,9,0.42,20,0.32936533867900275,-0.10804805144640453,3.0483227996238234,1.416239434342529,13.435245790301693,0.4629172752305142,4.284364863906284,0.057204567614388635,0.6657101782672609,0.10516742813937463,1.147938723399896,0.24614407833370722,2.5064357900101677,0.23516675933076914,3.800657274510982
