sma,roc,reb,atr_p,atr_m,mkt_t,mkt_s,mkt_w,Full_CAGR,Full_Calmar,Full_MaxDD,Ret_2020,Cal_2020,Ret_2021,Cal_2021,Ret_2022,Cal_2022,Ret_2023,Cal_2023,Ret_2024,Cal_2024,Ret_2025,Cal_2025
300,10,9,20,4.5,0.42,14,280,0.299181398060119,1.2092442050650405,-0.24741189315356463,0.24938244194166614,2.6606975501026753,0.4409749528847329,1.813463152485534,0.0631453928235175,0.4723064197519204,0.39074127597324115,3.8038025482960283,0.397888882118725,3.9634372792802015,0.1853361739486279,2.031950824407253
300,10,9,20,4.5,0.42,14,290,0.30213042741125506,1.2542925610262845,-0.24087715800853238,0.2854016817249998,3.146873200722809,0.42891254446728366,1.8115848560388936,0.07410824302594521,0.5647391547875468,0.37925771429199906,3.7639260271505544,0.3894556049235316,3.9552162464847944,0.18250577807308832,2.0318087012735395
300,10,9,20,4.5,0.42,14,300,0.30247064125926726,1.2557049566673861,-0.24087715800853238,0.2854016817249998,3.146873200722809,0.42891254446728366,1.8115848560388936,0.07777181000571032,0.5926694033012442,0.3779685396949253,3.759449625973825,0.38849996491250893,3.9542846572060943,0.18218288158177076,2.0317924860976198
300,10,9,20,4.5,0.42,20,280,0.30684840847563377,1.2738792296144765,-0.24087715800853238,0.2854016817249998,3.146873200722809,0.42891254446728366,1.8115848560388936,0.07784126882029652,0.5931989532075735,0.37794418244727,3.7593650507683263,0.3884818919071471,3.954267039046041,0.2051045265054896,2.4855062095497926
300,10,9,20,4.5,0.42,20,290,0.30795935277336994,1.2784913078493785,-0.24087715800853238,0.2854016817249998,3.146873200722809,0.42891254446728366,1.8115848560388936,0.09002790890097057,0.6861153745088857,0.3737187220856968,3.744693329474479,0.38533677732513283,3.9512010775233866,0.20390453307235945,2.485439914088575
300,10,9,20,4.5,0.42,20,300,0.308292455180299,1.279874180387742,-0.24087715800853238,0.2854016817249998,3.146873200722809,0.42891254446728366,1.8115848560388936,0.09369147588073568,0.7140504530220328,0.37246686669489715,3.7403467150331244,0.38440121957657203,3.9502890647947453,0.20354652940357543,2.485420134631016
300,10,9,20,4.5,0.45,14,280,0.2971192972854775,1.200909517720962,-0.24741189315356463,0.24938244194166614,2.6606975501026753,0.4409749528847329,1.813463152485534,0.04084044488117322,0.30543409748161143,0.3991147628629663,3.832881798886214,0.4039497119155644,3.969345570258047,0.18734938452421068,2.032051899544781
300,10,9,20,4.5,0.45,14,290,0.2971192972854775,1.200909517720962,-0.24741189315356463,0.24938244194166614,2.6606975501026753,0.4409749528847329,1.813463152485534,0.04084044488117322,0.30543409748161143,0.3991147628629663,3.832881798886214,0.4039497119155644,3.969345570258047,0.18734938452421068,2.032051899544781
300,10,9,20,4.5,0.45,14,300,0.299181398060119,1.2092442050650405,-0.24741189315356463,0.24938244194166614,2.6606975501026753,0.4409749528847329,1.813463152485534,0.0631453928235175,0.4723064197519204,0.39074127597324115,3.8038025482960283,0.397888882118725,3.9634372792802015,0.1853361739486279,2.031950824407253
300,10,9,20,4.5,0.45,20,280,0.30484319491553236,1.2655545981854126,-0.24087715800853238,0.2854016817249998,3.146873200722809,0.42891254446728366,1.8115848560388936,0.055968602130884726,0.42646302306124734,0.38577267953817773,3.7865486874157317,0.39425744613163016,3.9598972380296793,0.20729408549231954,2.485627161770391
300,10,9,20,4.5,0.45,20,290,0.30484319491553236,1.2655545981854126,-0.24087715800853238,0.2854016817249998,3.146873200722809,0.42891254446728366,1.8115848560388936,0.055968602130884726,0.42646302306124734,0.38577267953817773,3.7865486874157317,0.39425744613163016,3.9598972380296793,0.20729408549231954,2.485627161770391
300,10,9,20,4.5,0.45,20,300,0.30684840847563377,1.2738792296144765,-0.24087715800853238,0.2854016817249998,3.146873200722809,0.42891254446728366,1.8115848560388936,0.07784126882029652,0.5931989532075735,0.37794418244727,3.7593650507683263,0.3884818919071471,3.954267039046041,0.2051045265054896,2.4855062095497926
300,10,9,20,4.8,0.42,14,280,0.31163477673844375,1.3053637445964617,-0.2387340525033366,0.2634459343916662,2.8377666621288276,0.4456291126597385,1.899267053615144,0.06162365366710576,0.46155818952333244,0.38677083228061715,3.799143540871427,0.43390453714620114,4.361530368776501,0.2083590842132519,2.3786728432014503
300,10,9,20,4.8,0.42,14,290,0.3144544123715829,1.352651062485958,-0.23247267613398062,0.29946517417499985,3.3328949206004506,0.4335682072644398,1.897503567685327,0.07246266309710081,0.552820546298548,0.37554531788625867,3.7600898590472416,0.4247972928680339,4.3526479054446,0.20528629906805507,2.378134793854864
300,10,9,20,4.8,0.42,14,300,0.3148183299884282,1.3542164835190758,-0.23247267613398062,0.29946517417499985,3.3328949206004506,0.4335682072644398,1.897503567685327,0.07650315032559107,0.5836588149642998,0.3741357669154326,3.7551862783697376,0.4236430640444666,4.351522163135169,0.20489406243820074,2.3780661107516283
300,10,9,20,4.8,0.42,20,280,0.3189686802972116,1.3720695507173535,-0.23247267613398062,0.29946517417499985,3.3328949206004506,0.4335682072644398,1.897503567685327,0.07614361668713454,0.5809146859072893,0.37426076360868965,3.755621117581716,0.4237455161957706,4.3516220867695585,0.2270711251032982,2.8616470006487087
300,10,9,20,4.8,0.42,20,290,0.3200322381762284,1.3766445308685855,-0.23247267613398062,0.29946517417499985,3.3328949206004506,0.4335682072644398,1.897503567685327,0.08816026458259785,0.6726371947994584,0.3701277696336729,3.7412434789538094,0.42034790503063646,4.348308326985221,0.22578787225758967,2.8614021119714375
300,10,9,20,4.8,0.42,20,300,0.3203889403535287,1.3781789141054988,-0.23247267613398062,0.29946517417499985,3.3328949206004506,0.4335682072644398,1.897503567685327,0.09220075181108811,0.7034807295739667,0.3687585190415683,3.736480314459395,0.4192176965308656,4.347206010746548,0.22535964247183937,2.8613203898146184
300,10,9,20,4.8,0.45,14,280,0.30956481626558197,1.29669317392941,-0.2387340525033366,0.2634459343916662,2.8377666621288276,0.4456291126597385,1.899267053615144,0.03853215993161574,0.2885660483876766,0.39537058161458627,3.8290646546423996,0.44078100886838256,4.368237103574724,0.21065353380092122,2.3790745878791735
300,10,9,20,4.8,0.45,14,290,0.30956481626558197,1.29669317392941,-0.2387340525033366,0.2634459343916662,2.8377666621288276,0.4456291126597385,1.899267053615144,0.03853215993161574,0.2885660483876766,0.39537058161458627,3.8290646546423996,0.44078100886838256,4.368237103574724,0.21065353380092122,2.3790745878791735
300,10,9,20,4.8,0.45,14,300,0.31163477673844375,1.3053637445964617,-0.2387340525033366,0.2634459343916662,2.8377666621288276,0.4456291126597385,1.899267053615144,0.06162365366710576,0.46155818952333244,0.38677083228061715,3.799143540871427,0.43390453714620114,4.361530368776501,0.2083590842132519,2.3786728432014503
300,10,9,20,4.8,0.45,20,280,0.316952870925963,1.3633983838311134,-0.23247267613398062,0.29946517417499985,3.3328949206004506,0.4335682072644398,1.897503567685327,0.053493405310443665,0.40805957676227145,0.38230740667546925,3.783614793523563,0.4303013267696907,4.358016093965499,0.2295300204427071,2.8621162269781113
300,10,9,20,4.8,0.45,20,290,0.316952870925963,1.3633983838311134,-0.23247267613398062,0.29946517417499985,3.3328949206004506,0.4335682072644398,1.897503567685327,0.053493405310443665,0.40805957676227145,0.38230740667546925,3.783614793523563,0.4303013267696907,4.358016093965499,0.2295300204427071,2.8621162269781113
300,10,9,20,4.8,0.45,20,300,0.3189686802972116,1.3720695507173535,-0.23247267613398062,0.29946517417499985,3.3328949206004506,0.4335682072644398,1.897503567685327,0.07614361668713454,0.5809146859072893,0.37426076360868965,3.755621117581716,0.4237455161957706,4.3516220867695585,0.2270711251032982,2.8616470006487087
300,10,9,20,5.0,0.42,14,280,0.3144933561029317,1.3381615606677835,-0.23501897330393345,0.29046285316666665,3.1717844197370617,0.4434772755256833,1.9199503527869652,0.06863940405697644,0.5298354837614445,0.3810964392996492,3.812616685108753,0.4216683596350428,4.376627318866945,0.20747542842058553,2.3996165931460025
300,10,9,20,5.0,0.42,14,290,0.31728426260768283,1.3856312977102079,-0.2289817378778925,0.3264820929500003,3.6823152458338746,0.4317134219791068,1.9181704612617472,0.07914254997905212,0.6219677953459819,0.370311292392425,3.7749397439707186,0.41300459939371437,4.36818119274046,0.2044552517997984,2.399087574498779
300,10,9,20,5.0,0.42,14,300,0.31764449769056613,1.3872045021335029,-0.2289817378778925,0.3264820929500003,3.6823152458338746,0.4317134219791068,1.9181704612617472,0.08310687279215889,0.6531371980753482,0.3689559012105763,3.7702050500660955,0.41190601716908626,4.367110205285021,0.20406964640254222,2.399020029447575
300,10,9,20,5.0,0.42,20,280,0.3217532558429852,1.4051481084249797,-0.2289817378778925,0.3264820929500003,3.6823152458338746,0.4317134219791068,1.9181704612617472,0.08275411647233621,0.6503636045970568,0.36907610534917756,3.7706249486360623,0.4120035350854825,4.367205273710271,0.22596021159523816,2.8843478503132625
300,10,9,20,5.0,0.42,20,290,0.32280627442440113,1.4097468095754508,-0.2289817378778925,0.3264820929500003,3.6823152458338746,0.4317134219791068,1.9181704612617472,0.09454424689352758,0.7430708159773675,0.3651005187707801,3.7567376083513766,0.40876902830438056,4.364052010854829,0.22469963370395396,2.8841072061723794
300,10,9,20,5.0,0.42,20,300,0.3231594526420214,1.4112891955355427,-0.2289817378778925,0.3264820929500003,3.6823152458338746,0.4317134219791068,1.9181704612617472,0.09850856970663435,0.7742454098659901,0.3637829356808031,3.7521351899551982,0.40769283421088587,4.36300284772427,0.2242789297529879,2.8840268926571353
300,10,9,20,5.0,0.45,14,280,0.31244471025962195,1.329444622564831,-0.23501897330393345,0.29046285316666665,3.1717844197370617,0.4434772755256833,1.9199503527869652,0.045991509470399095,0.35496817347990006,0.3893479708909031,3.84144498214075,0.428204789404115,4.382999538001796,0.209729832818772,2.4000114614254873
