sma,roc,atr_p,atr_m,reb,mkt_t,mkt_s,Full_CAGR,Full_Calmar,Ret_2020,Ret_2021,Ret_2022,Ret_2023,Ret_2024,Ret_2025
150,15,20,4.0,9,0.45,14,0.28255914636133594,1.1347437656611843,0.16757397939999952,0.7772724011872383,-0.08787543244514662,0.2751719120173255,0.33848902301909,0.3237066855257016
150,15,20,4.0,9,0.45,20,0.2895310973692231,1.2126626590193335,0.21895650194999927,0.7446753324007898,-0.09494265650464828,0.27061184998288645,0.33407138112852497,0.3523339427126655
150,15,20,4.0,14,0.42,14,0.27524891616339664,0.8090772388097572,0.2714416024499997,0.5886064254547265,-0.07495672926115982,0.21005365958131827,0.47215106810225316,0.27206803462851226
150,15,20,4.0,14,0.42,20,0.2782198140029568,0.8178100100566758,0.2714416024499997,0.5886064254547265,-0.06883653298000125,0.208673053842642,0.4695535679701992,0.28444573494705083
150,15,20,4.0,14,0.45,14,0.26910962786873327,0.7511929298574935,0.19923252378333345,0.6241356343394606,-0.09878448200080026,0.22376758487640425,0.49765208900158675,0.2819374648214732
150,15,20,4.0,14,0.45,20,0.2760699891041476,0.8114907321561573,0.2714416024499997,0.5886064254547265,-0.08906188381279911,0.2133061739726727,0.4782483519598062,0.28802923287804294
150,15,20,5.0,5,0.42,14,0.26075733202363005,1.1222001829440762,0.6192225134666662,0.2605591230838731,-0.18119233732279216,0.1924569284762252,0.4646380036070126,0.26954459888124593
150,15,20,5.0,5,0.42,20,0.2679817193985865,1.3699585737986502,0.5946109184083328,0.264462176095279,-0.1431895690228837,0.18610185484397812,0.4517723083753511,0.2870640231519921
150,15,20,5.0,5,0.45,14,0.25357410948588166,0.9671486643716924,0.5373889033333321,0.27400507127063034,-0.20948159869157557,0.20742738678017658,0.494394835578452,0.2811445076562078
150,15,20,5.0,5,0.45,20,0.26562300837548913,1.2318710976002751,0.5946109184083328,0.264462176095279,-0.16355420271110044,0.190632807255813,0.46095957223896655,0.2910758316314028
150,15,20,5.0,9,0.42,14,0.3251429443371445,1.7045828354106396,0.4324562332666666,0.647287383087443,-0.057145581987080085,0.2915857024066857,0.35292996969535073,0.3184069680877206
150,15,20,5.0,9,0.42,20,0.32855050231942373,1.7224471776896981,0.4324562332666666,0.647287383087443,-0.06827127483035389,0.29506750228559,0.35616740148957593,0.34727490625284174
150,15,20,5.0,9,0.45,14,0.32024127893029375,1.6051821121691459,0.36918389034999954,0.6770636741019871,-0.07821521917102181,0.3064800666463019,0.3666559216570331,0.32756259476346616
150,15,20,5.0,9,0.45,20,0.3265565355275468,1.7119936783073224,0.4324562332666666,0.647287383087443,-0.08724071273276024,0.30119974847547226,0.3618264020730195,0.35136849428391415
150,15,20,5.0,14,0.42,14,0.2787182749687056,0.8305388372791374,0.38833139948333306,0.39528145978558116,-0.08804693104637895,0.17494277251787915,0.625033332555373,0.277113928215833
150,15,20,5.0,14,0.42,20,0.28258226572224077,0.8420529526993004,0.38833139948333306,0.39528145978558116,-0.07235081663457776,0.1719826860733502,0.6158955563096051,0.28776732927502824
150,15,20,5.0,14,0.45,14,0.27096877175281664,0.7691451980156472,0.3161223208166666,0.4170174184577098,-0.13037192619930804,0.19071303541899742,0.6730056914452107,0.28990161447849294
150,15,20,5.0,14,0.45,20,0.2788257039023345,0.8308589594585541,0.38833139948333306,0.39528145978558116,-0.10971575638790343,0.17920074339588998,0.6381030894457367,0.29413757087177017
150,20,10,3.0,5,0.42,14,0.2840549948428803,1.3142026508285312,0.5947869143666664,0.3947531791169947,-0.13095336724501827,0.16424537989140964,0.5776963224508287,0.1650742392838549
150,20,10,3.0,5,0.42,20,0.2858837644106125,1.3694929813782089,0.5298698926833327,0.411035248482434,-0.12100649380057837,0.1671650950469512,0.5864208948176046,0.1859220508705599
150,20,10,3.0,5,0.45,14,0.27971037341084815,1.2520145473722983,0.5100921213749989,0.41626611683579884,-0.13496790428260685,0.17139968307095255,0.5989933582608045,0.16889301713970206
150,20,10,3.0,5,0.45,20,0.2860039629481932,1.3769412509075898,0.5298698926833327,0.411035248482434,-0.11995765545091708,0.16696586694901216,0.5858270273701973,0.1858029247708901
