Period,Multiplier,Full_CAGR,Full_MaxDD,Full_Calmar,2020_CAGR,2020_Calmar,2021_CAGR,2021_Calmar,2022_CAGR,2022_Calmar,2023_CAGR,2023_Calmar,2024_CAGR,2024_Calmar,2025_CAGR,2025_Calmar
15,5.0,0.33787900024558115,-0.1280058663113069,2.6395587169721453,1.8512634257642144,17.024058219691423,0.4153810621123455,3.245015826869604,-0.0013953997801544604,-0.01740222781326748,0.1686694986732007,2.5744224584042277,0.2290567620650814,3.389425273614368,0.20372952243445375,3.9144810350140227
15,5.5,0.33892257865117315,-0.13981760366257998,2.424033667957081,1.8680160470015386,17.26285618267061,0.40572841663021486,2.901840726789697,0.0008110455159764385,0.010149032371701974,0.18712753980120933,2.831078070518413,0.21567571111245964,3.8665610702768523,0.20403507050021608,3.9363295399424674
15,6.0,0.33855231055834367,-0.14148338539009375,2.3928768005154626,1.8022782727626319,16.333765300182485,0.4359292700146371,3.0811340060368644,0.0008072707466286744,0.010147752079721791,0.19207043818948377,2.833134284951585,0.2026660550121604,3.5076007392711395,0.20442425578466472,3.8265716161098107
20,1.5,0.22489692323163735,-0.15693393509735695,1.433067507624264,0.5931254173765961,3.7794592801655003,0.4615667640542527,3.1555577343823713,0.02903509487920286,0.3061821880307681,0.044430090247922216,0.42526720997496664,0.2607672833946595,1.9820009801282363,0.12784701114417296,2.1530668450858905
20,2.0,0.2605887238746787,-0.11854919881940476,2.1981483339390073,0.9147293536675354,9.720781457198628,0.4423158803082756,3.731074395383219,0.004718752283344285,0.05346395332215229,0.05644476092175066,0.6128212996410037,0.278561919227827,2.3820340693093103,0.18420697607477265,3.6418335433615474
20,2.5,0.27453487425885226,-0.10349610352541304,2.6526107254988722,1.0809306761793298,11.404773285054928,0.4171792933907479,4.060887873272642,0.0022960717093658545,0.026731078511628165,0.06280231495879152,0.6168266282116888,0.28287721540678157,2.733216089988569,0.2015972656012599,4.245031611651254
20,3.0,0.3025318023193928,-0.12708031161395242,2.3806347220679713,1.4084757130695476,16.305286492628237,0.40430470596533397,3.1814897274846192,-0.0004710074992442248,-0.006622320983779554,0.11307681969015548,1.1801139750470668,0.25761989930555074,3.6483712681199023,0.20241226169433002,3.801385732735806
20,3.5,0.3218477337870145,-0.1282367168450619,2.509793931919492,1.5481996445695891,12.927618656346798,0.442518226633269,3.450791922316041,-0.009681245203886024,-0.10056081207218227,0.13080730782831385,1.5120023480902307,0.2569140472635705,3.2314496346070354,0.21652533646531036,3.9386764457931154
20,4.0,0.3325306661669942,-0.13064544605663075,2.545290909128608,1.7001189768501845,14.497127154668311,0.4268306279055383,3.267091512095419,0.028812882351131996,0.3970304505020719,0.14574005024375536,1.926743185202812,0.22744182035667015,2.9290920597594305,0.20249037019532956,3.8403758026829578
20,4.5,0.34044581907124427,-0.11205621013058709,3.0381700280109287,1.8213183992852282,17.074882158189187,0.4390681199829167,3.918284577635094,0.026066718562485658,0.3589613681287514,0.1601217589157371,2.5740768082226464,0.2314028022711505,3.3951811626956534,0.1800566926347722,3.563828910816593
20,5.0,0.33460396202458487,-0.11149196145432419,3.001148761398953,1.8558593222607653,17.281521840500865,0.41664438260589276,3.7369903369812256,0.0012778157082149466,0.015221754607345954,0.16232179595437324,2.1826971443497034,0.2295884964581958,3.39943385854976,0.1871999578967134,3.5958755379826446
20,5.5,0.33820111103021455,-0.12090030007125345,2.7973554311353515,1.8512634257642144,17.024058219691423,0.40687012107166476,3.365335907618699,0.0008137402744998745,0.009454743597425961,0.1753113571403475,2.567730810486757,0.22901509441964474,3.581868948217294,0.2032098512194569,3.9113166255357243
20,6.0,0.34020430189743545,-0.12748744195720102,2.6685318700774143,1.8680160470015386,17.26285618267061,0.4184789052522804,3.2825108012816546,0.0008038565951589138,0.010146594098832553,0.18729955782461105,2.7741506456891756,0.2125829616123749,3.8364793670334634,0.20269535736896893,3.935432220957498
25,1.5,0.23558897201605244,-0.14685494604292487,1.6042290597906803,0.6248177145917393,4.254658977635718,0.4353329106498185,3.1186119789785276,0.026285515533867265,0.28473140387158014,0.06802183258299577,0.7108502626119599,0.2580218615458014,2.103980776182815,0.17003835550506863,2.962669331190429
25,2.0,0.25864205158241105,-0.11892466338507432,2.1748394674444964,0.8395691771409253,8.867050520851139,0.4448288093983972,3.740425213212969,0.011053452164831334,0.13046824281286726,0.0709615865966775,0.7587394069862297,0.282315143708201,2.6437056790955724,0.17820092067859683,3.506835597432889
25,2.5,0.27475191417104794,-0.10643118279381543,2.5814982691991037,1.0704749730311254,11.47795098793823,0.4361694524908266,4.230777892200795,-0.0035071874328549413,-0.04122109620421149,0.05513979772804367,0.5499818034225795,0.2950373364443295,2.7720948757648656,0.19540504526208968,4.047154863328765
25,3.0,0.2856678563969144,-0.11561080521916087,2.470944267323284,1.3396999725252545,15.675122143543986,0.3384883600942832,2.9278263346805535,-0.0005039508410853433,-0.006626072660851095,0.09140596349854957,0.9164766524470211,0.2588714243178427,3.4204393744052823,0.2176403343027995,3.691184040882902
25,3.5,0.3214145782144633,-0.11897240370768188,2.7015893450735584,1.6382955598001843,16.123560494112464,0.450656805180752,3.787910398852047,-0.002957098057135177,-0.04397536129937556,0.12009432698988887,1.5518472904297143,0.23331515242263623,3.1258896541045917,0.20379342057601146,3.7098358265764446
25,4.0,0.3278547185325744,-0.12673750159044953,2.5868800822035483,1.7752671441912877,14.958329851008017,0.4112032549185711,3.2445270717689287,0.012597779191416691,0.14816087041056228,0.11681429811536037,1.5334441153945881,0.23257621676738194,2.793729414671336,0.21286168330732003,3.9473485908577617
25,4.5,0.3370237568416612,-0.11477515240642648,2.9363825686611817,1.7266027867013305,15.532120166985797,0.4447399870562987,3.8748803877118343,0.028124890658715263,0.3921662252446787,0.1501796546257692,2.0400038249322567,0.24104254815109405,3.3233519492228036,0.1853511573397275,3.6015877828168725
25,5.0,0.3407661446333923,-0.11249403439583841,3.0291930275548773,1.8506316870118282,17.460605031555456,0.4501173841567585,4.001255591677936,0.016295059591308725,0.20228483645701004,0.15806236048113798,2.3071177113791785,0.23009102100365864,3.619445808283631,0.17863389084578762,3.544452254311201
25,5.5,0.33846895251572207,-0.10874395528223062,3.1125311897775876,1.8512634257642144,17.024058219691423,0.44278129284075307,4.546380020006153,-0.001369266690636639,-0.0160908552944763,0.16739012394629582,2.4140204092894715,0.2308188191697249,3.4985316633861565,0.18338801156456075,3.5905091707324113
25,6.0,0.3376773206651129,-0.1204106532934783,2.804380770546008,1.8680160470015386,17.26285618267061,0.4051950654706229,3.3651097671817807,0.0008113490509082943,0.009453814898087557,0.17176122052600418,2.42026101747774,0.22575605519839814,3.575154597069247,0.20375838087760556,3.9116839853223695
