Period,CAGR,MaxDD,Calmar,TotalReturn
2024-06-01 - 2025-12-31,0.15436194207720222,-0.06017863757754506,2.565062093310011,0.2540459855550008
2024-01-02 - 2025-05-31,0.13192496580692703,-0.04197775005005861,3.1427355122560416,0.19011194203166704
2023-01-02 - 2024-12-31,0.1517553173431978,-0.07564772353109243,2.0060791027085423,0.3252580899916677
2022-01-02 - 2024-05-31,0.11061198225191116,-0.06553791201812253,1.6877556645583207,0.2872089013016659
2021-06-01 - 2023-12-31,0.12640165182325802,-0.0368739213392394,3.4279416788999777,0.35887122782833547
2021-01-02 - 2023-05-31,0.03765939554239206,-0.07280925269499977,0.5172336502360276,0.09282131446499986
2020-01-02 - 2022-12-31,0.1335623238958108,-0.04082120740223644,3.271885678925152,0.40659480398833403
2019-06-01 - 2022-05-31,0.16101582437892037,-0.04082120740223644,3.9444160186721704,0.3760711644449999
2019-01-02 - 2021-12-31,0.20242502507821114,-0.04082120740223644,4.9588201319866165,0.37362613330166705
