roc,reb,atr_m,mkt_t,mkt_s,Full_CAGR,Full_Calmar,Ret_2020,Cal_2020,Ret_2021,Cal_2021,Ret_2022,Cal_2022,Ret_2023,Cal_2023,Ret_2024,Cal_2024,Ret_2025,Cal_2025
10,9,4.0,0.4,10,0.33719498942563186,2.417387327552579,0.8084715830749993,11.683048529658242,0.492109161408981,3.5905957451208126,0.018479364642561835,0.2636956809953174,0.15764534479177783,1.7178251231492871,0.30400789916743776,6.49813113259268,0.23796124407605235,4.178600351298652
10,9,4.0,0.4,14,0.339335098553575,2.438132635793091,0.8126433741833323,11.780289753318065,0.4910187014686498,3.590574048553353,0.03432018210177734,0.6003201410830312,0.15499935864520298,1.717077991431522,0.2995713420598307,6.477738455259546,0.23528242295012203,4.176533720054986
10,9,4.0,0.4,20,0.3403777464782518,2.445624091712718,0.8126433741833323,11.780289753318065,0.4910187014686498,3.590574048553353,0.06833340440849422,1.1955024990743943,0.16158858739005622,2.1155087688324357,0.2883428359637783,6.426127242740143,0.20461217917462515,3.7362803728969225
10,9,4.0,0.45,5,0.3318698058175207,2.199440549895365,0.6665347451833328,8.613655771339781,0.5323314100342593,3.591388382074539,-0.011613073895170078,-0.15887827883446803,0.1727238688966113,1.5297869507676527,0.3259002653762182,6.598761958257857,0.27589370130821433,6.4968773381742535
10,9,4.0,0.45,10,0.34251421530125503,2.3560615439170496,0.7323837681249992,9.980241596175548,0.512883288744804,3.5910069759546164,0.047401541987447615,0.8059525437800548,0.15758714293792275,1.9358658739605008,0.3039105236179702,6.497683543211886,0.26610752531358806,6.593513163305347
10,9,4.0,0.45,14,0.34508091146496334,2.4042514173536866,0.7555690505833328,10.484968349582475,0.5063696112453877,3.590878463925973,0.06817112021954896,1.1688858825271216,0.15321493867298575,1.9350807564927675,0.2965682036883339,6.4639345926678065,0.256117918395681,6.461389910043355
10,9,4.0,0.45,20,0.3469038762950354,2.4925145258574495,0.8126433741833323,11.780289753318065,0.4910187014686498,3.590574048553353,0.087069704631215,1.5234565128962747,0.1588035108921948,2.1146056517388216,0.2840369026545244,6.406335532611907,0.22413856665831333,5.83879332458724
10,9,4.5,0.3,5,0.3409389397568363,2.5400269728687794,0.7882656915833335,11.837449211247286,0.5212984693715152,3.953282513981138,0.04479640998072987,0.7717538681864571,0.17164137714286198,1.8928099237285292,0.2974543749079299,5.606396225952545,0.210577373427973,3.1067241835642037
10,9,4.5,0.3,10,0.34186373096440303,2.63716732656658,0.8541147145249997,13.479196754167125,0.5034583099851397,3.952895536904876,0.028281805742410793,0.49833690322069635,0.17040927658724025,1.8923837505616028,0.2956225640505892,5.599467593534128,0.20957406100356812,3.106210723751845
10,9,4.5,0.3,14,0.3420452897770625,2.6442886480186982,0.8582865056333333,13.58684473932142,0.502369107998597,3.9528718065320203,0.028240922261745904,0.4983213569267255,0.17016899299325905,1.8923006380070335,0.2952648865696512,5.598114718548029,0.20937782680270112,3.106110297788542
10,9,4.5,0.3,20,0.33951576507542636,2.6247333620570674,0.8582865056333333,13.58684473932142,0.502369107998597,3.9528718065320203,0.04728926799006383,0.8345276381333747,0.16706491463105144,1.8912269427648274,0.290631345589891,5.5805889449729325,0.18180477926181182,2.7290404751221837
10,9,4.5,0.35,5,0.3341515155953607,2.4894600283632755,0.7882656915833335,11.837449211247286,0.5212984693715152,3.953282513981138,-0.00973547595816171,-0.15956552136570906,0.1811231363158865,1.5812502468872467,0.3114264400144391,5.659244818166155,0.21813861805491785,3.1105936954629554
10,9,4.5,0.35,10,0.33867401510278006,2.612561573778551,0.8541147145249997,13.479196754167125,0.5034583099851397,3.952895536904876,0.002998938071722357,0.042679822667649615,0.17471789896684964,1.7436549471720029,0.3020119822299052,5.623634992895498,0.21306149769792726,3.1079954616923935
10,9,4.5,0.35,14,0.34080302596295575,2.6346849370492302,0.8582865056333333,13.58684473932142,0.502369107998597,3.9528718065320203,0.018368439659435243,0.32409925803212286,0.17182361727429885,1.769648473355626,0.2977249990853239,5.607419835380075,0.21072536047643275,3.106799917927869
10,9,4.5,0.35,20,0.34037578215216246,2.631381994448988,0.8582865056333333,13.58684473932142,0.502369107998597,3.9528718065320203,0.05408845123149786,0.9545517900043722,0.16598418158844797,1.7673476440549856,0.2890124559390186,5.574465736071609,0.18101728465587885,2.728638202686303
10,9,4.5,0.4,5,0.3326240722310312,2.478080432510442,0.7882656915833335,11.837449211247286,0.5212984693715152,3.953282513981138,-0.023872073728979593,-0.2635130177144155,0.1846608900290747,1.494268064450921,0.3140139540758149,5.669032091859209,0.2178474656201126,3.0875625342006585
10,9,4.5,0.4,10,0.34000910914617344,2.6228606083652215,0.8541147145249997,13.479196754167125,0.5034583099851397,3.952895536904876,0.01154937854932614,0.1591039779906211,0.17412277797260378,1.9810760928065203,0.29868842272758656,5.611063894775866,0.20964082918863203,3.0833632395076176
10,9,4.5,0.4,14,0.3421281613797895,2.644929312997529,0.8582865056333333,13.58684473932142,0.502369107998597,3.9528718065320203,0.026906519831225273,0.46480778588967364,0.1712708701274066,2.0668042346181323,0.29449461946182187,5.595201272386887,0.2073615111527376,3.0821969000369336
10,9,4.5,0.4,20,0.34316061935510866,2.652911053969528,0.8582865056333333,13.58684473932142,0.502369107998597,3.9528718065320203,0.059859688032710245,1.056437034267082,0.17719986521918063,2.548711295288768,0.28385944499173243,5.554975354816341,0.17849753475894836,2.727351043286975
10,9,4.5,0.45,5,0.3376244909253212,2.411799216267666,0.7117756643333331,10.064500819254306,0.5436770048433597,3.953763452994699,-0.012928886037704368,-0.1823629419199007,0.1892407360723214,1.8224189746510544,0.3179915633840946,5.684077486496794,0.25623010392908463,6.21787850607498
10,9,4.5,0.45,10,0.3480589769481015,2.5782233991836456,0.7776246872749999,11.582222037384874,0.5243007339740453,3.9533473235156253,0.044232946397870565,0.7592274259160289,0.17327206249965266,2.3515097564445178,0.297439506970836,5.606339989451572,0.24779229075578613,6.317693812073323
10,9,4.5,0.45,14,0.35024143325727497,2.6269455329511837,0.8008099697333331,12.141912635905909,0.517803075008052,3.953206946035472,0.05954006393902245,1.0303138739545996,0.16936897834098108,2.350751090669666,0.29168674048043775,5.584580828179244,0.2404991302120405,6.221873316630771
10,9,4.5,0.45,20,0.35204873247671875,2.7216234067842624,0.8582865056333333,13.58684473932142,0.502369107998597,3.9528718065320203,0.0780120538140292,1.3769407834432705,0.1742160425815038,2.5476676005300374,0.2797730165633687,5.53951926380349,0.21004780819360924,5.607152589025817
